,age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
446,38,Private,Bachelors,Divorced,Professional,White,Female,50,1
447,79,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
448,39,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
449,43,Government,Some-college,Married,Blue-Collar,White,Male,40,1
450,21,Private,HS-grad,Single,Sales,White,Female,35,0
451,39,Private,HS-grad,Married,Service,White,Male,40,1
452,29,Private,Some-college,Single,White-Collar,White,Female,40,0
453,36,Private,Bachelors,Separated,Professional,White,Male,40,0
454,38,Private,Bachelors,Married,Service,White,Male,70,0
455,58,Government,HS-grad,Divorced,White-Collar,Other,Female,40,0
456,44,Private,Assoc,Married,Blue-Collar,White,Male,60,1
457,21,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
458,58,Private,Assoc,Divorced,White-Collar,White,Male,40,0
459,29,Private,Assoc,Married,White-Collar,White,Male,40,0
460,46,Private,HS-grad,Married,White-Collar,White,Male,45,1
461,56,Self-Employed,Some-college,Married,Blue-Collar,White,Male,50,1
462,35,Private,Some-college,Divorced,White-Collar,White,Female,40,1
463,41,Private,Some-college,Divorced,White-Collar,White,Female,40,0
464,34,Private,HS-grad,Married,Blue-Collar,White,Male,45,0
465,32,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
466,34,Private,Bachelors,Single,Sales,Other,Male,45,0
467,47,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
468,27,Government,Assoc,Single,Service,White,Male,56,0
469,50,Self-Employed,Masters,Divorced,White-Collar,White,Male,80,1
470,51,Self-Employed,HS-grad,Single,Sales,White,Male,40,0
471,30,Government,HS-grad,Married,White-Collar,Other,Male,40,0
472,23,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
473,39,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
474,17,Private,School,Single,Blue-Collar,White,Male,30,0
475,49,Private,Some-college,Divorced,Blue-Collar,Other,Female,40,0
476,47,Private,HS-grad,Separated,Professional,Other,Female,38,1
477,58,Private,Bachelors,Married,Sales,White,Male,40,1
478,29,Private,School,Married,Blue-Collar,White,Male,40,0
479,17,Other/Unknown,School,Single,Other/Unknown,White,Male,30,0
480,63,Self-Employed,School,Married,White-Collar,White,Male,15,0
481,56,Government,Bachelors,Married,Professional,White,Male,40,1
482,39,Self-Employed,Some-college,Married,Blue-Collar,White,Male,60,0
483,28,Private,Some-college,Married,Blue-Collar,White,Male,40,0
484,52,Private,School,Divorced,Blue-Collar,White,Female,40,0
485,20,Private,School,Single,Blue-Collar,White,Male,15,0
486,59,Private,Some-college,Married,White-Collar,White,Male,60,1
487,57,Private,School,Married,Blue-Collar,Other,Male,50,0
488,30,Private,Some-college,Divorced,Service,White,Female,35,0
489,33,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,40,0
490,20,Private,HS-grad,Married,Sales,Other,Male,32,0
491,38,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
492,43,Government,Assoc,Married,Service,White,Male,40,0
493,55,Private,Bachelors,Married,White-Collar,White,Male,40,1
494,27,Private,Prof-school,Single,Professional,Other,Male,40,0
495,26,Private,HS-grad,Separated,Service,White,Female,40,0
496,25,Private,Bachelors,Married,Professional,White,Female,40,0
497,30,Self-Employed,School,Single,Blue-Collar,White,Male,45,1
498,26,Other/Unknown,Bachelors,Married,Other/Unknown,White,Female,20,0
499,45,Self-Employed,HS-grad,Married,White-Collar,White,Male,25,0
500,54,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,30,0
501,54,Private,Bachelors,Married,White-Collar,Other,Male,60,1
502,26,Private,Assoc,Divorced,Professional,White,Female,45,0
503,39,Private,HS-grad,Married,White-Collar,White,Female,25,0
504,20,Private,Some-college,Single,White-Collar,White,Female,15,0
505,61,Private,School,Married,Professional,White,Male,40,0
506,59,Other/Unknown,HS-grad,Married,Other/Unknown,White,Female,40,1
507,34,Government,HS-grad,Married,Service,White,Male,53,1
508,29,Private,Some-college,Divorced,Service,White,Male,58,0
509,21,Private,HS-grad,Single,Service,White,Female,40,0
510,39,Self-Employed,Bachelors,Single,Sales,Other,Male,60,0
511,28,Other/Unknown,Bachelors,Single,Other/Unknown,White,Female,43,0
512,47,Self-Employed,Masters,Married,White-Collar,White,Male,50,1
513,54,Private,Some-college,Married,Blue-Collar,White,Female,40,0
514,19,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,22,0
515,22,Private,Bachelors,Single,Sales,White,Male,40,0
516,31,Private,Bachelors,Married,White-Collar,White,Male,60,1
517,60,Private,School,Married,Sales,White,Male,40,0
518,56,Private,Some-college,Separated,Service,Other,Female,38,0
519,41,Private,HS-grad,Married,Blue-Collar,Other,Male,40,1
520,46,Private,HS-grad,Married,Blue-Collar,White,Male,60,0
521,43,Private,HS-grad,Married,Blue-Collar,White,Male,52,1
522,41,Government,Masters,Married,White-Collar,White,Male,60,1
523,25,Private,Assoc,Single,Blue-Collar,White,Male,45,0
524,45,Private,Prof-school,Single,Professional,White,Male,40,1
525,23,Private,Assoc,Single,Sales,White,Male,20,0
526,47,Self-Employed,Some-college,Married,Blue-Collar,White,Male,40,1
527,25,Government,Bachelors,Single,Service,Other,Female,40,0
528,46,Private,School,Single,Blue-Collar,White,Male,50,0
529,40,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
530,47,Private,Masters,Married,White-Collar,White,Female,38,1
531,40,Private,Masters,Married,White-Collar,White,Male,46,1
532,19,Private,Some-college,Single,Service,White,Female,12,0
533,30,Private,HS-grad,Single,Blue-Collar,Other,Female,8,0
534,19,Other/Unknown,HS-grad,Single,Blue-Collar,White,Male,10,0
535,34,Private,Some-college,Married,Blue-Collar,White,Male,48,1
536,17,Private,School,Single,Service,White,Female,30,0
537,35,Private,School,Married,Blue-Collar,White,Male,40,0
538,34,Private,Bachelors,Married,Blue-Collar,Other,Male,40,1
539,39,Private,HS-grad,Divorced,Service,White,Female,40,0
540,35,Private,Bachelors,Single,Service,White,Male,50,0
541,32,Private,Some-college,Single,White-Collar,White,Male,60,0
542,35,Private,Some-college,Married,Sales,White,Male,46,0
543,19,Self-Employed,Some-college,Single,Service,White,Female,25,0
544,52,Other/Unknown,School,Married,Other/Unknown,Other,Female,40,1
545,41,Private,School,Married,Service,White,Male,55,0
546,37,Private,School,Separated,Service,White,Female,16,0
547,40,Private,Bachelors,Married,Professional,White,Male,50,0
548,19,Government,HS-grad,Single,Blue-Collar,Other,Female,40,0
549,52,Self-Employed,School,Married,Sales,White,Male,45,0
550,33,Private,Assoc,Divorced,White-Collar,White,Female,40,0
551,24,Private,Bachelors,Married,Professional,White,Male,40,0
552,57,Private,School,Married,Blue-Collar,Other,Male,40,1
553,35,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
554,31,Private,Bachelors,Married,White-Collar,Other,Male,60,0
555,36,Private,Some-college,Married,White-Collar,Other,Female,40,1
556,49,Self-Employed,Some-college,Divorced,White-Collar,Other,Female,40,0
557,36,Private,Some-college,Divorced,Professional,White,Female,40,0
558,33,Private,School,Single,Sales,White,Male,43,0
559,46,Government,Bachelors,Single,Professional,White,Female,40,1
560,31,Private,Assoc,Single,White-Collar,White,Female,40,0
561,27,Private,HS-grad,Married,Service,White,Male,40,0
562,37,Private,Bachelors,Married,White-Collar,White,Male,50,1
563,20,Private,Some-college,Single,Blue-Collar,White,Male,40,0
564,52,Private,Assoc,Married,Service,White,Male,40,1
565,41,Government,Bachelors,Married,White-Collar,Other,Female,40,1
566,39,Private,Some-college,Married,Blue-Collar,White,Male,43,0
567,32,Self-Employed,Bachelors,Married,Sales,White,Male,40,0
568,49,Private,School,Married,Service,White,Female,6,0
569,31,Private,Assoc,Married,Blue-Collar,White,Male,55,0
570,43,Government,Some-college,Married,Blue-Collar,White,Male,40,0
571,40,Private,Masters,Single,White-Collar,White,Male,40,0
572,43,Private,Some-college,Married,Sales,White,Male,43,1
573,18,Government,Some-college,Single,White-Collar,White,Male,10,0
574,19,Other/Unknown,Some-college,Single,Other/Unknown,Other,Female,25,0
575,48,Private,Some-college,Divorced,Blue-Collar,White,Male,40,0
576,20,Private,Some-college,Single,White-Collar,White,Female,4,0
577,50,Private,Some-college,Married,Sales,White,Male,40,0
578,49,Self-Employed,Bachelors,Married,White-Collar,White,Male,60,1
579,49,Government,Bachelors,Married,Professional,White,Female,30,1
580,47,Private,Some-college,Married,Blue-Collar,White,Male,46,0
581,36,Private,HS-grad,Married,Blue-Collar,White,Male,55,1
582,19,Private,HS-grad,Single,Service,White,Female,30,0
583,31,Private,HS-grad,Married,Professional,White,Male,55,1
584,26,Private,Bachelors,Single,Service,White,Female,40,0
585,42,Private,Some-college,Single,Service,White,Male,33,0
586,54,Private,HS-grad,Divorced,Blue-Collar,Other,Male,40,0
587,35,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
588,26,Government,HS-grad,Single,Blue-Collar,White,Male,50,0
589,47,Private,Bachelors,Divorced,Sales,White,Male,45,0
590,38,Private,Bachelors,Married,Sales,White,Male,40,1
591,19,Private,Some-college,Single,Sales,White,Female,25,0
592,46,Private,Some-college,Divorced,Blue-Collar,White,Male,55,0
593,39,Government,Bachelors,Single,White-Collar,White,Male,45,0
594,54,Self-Employed,Some-college,Married,Sales,White,Male,50,0
595,23,Private,School,Single,Blue-Collar,White,Male,21,0
596,42,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,60,1
597,65,Other/Unknown,HS-grad,Married,Blue-Collar,White,Male,20,0
598,37,Private,HS-grad,Divorced,Service,White,Female,40,0
599,24,Private,Masters,Single,Service,White,Female,45,0
600,32,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
601,21,Private,Some-college,Single,Sales,White,Female,47,0
602,45,Self-Employed,Prof-school,Divorced,Professional,White,Male,36,1
603,42,Private,HS-grad,Divorced,Service,Other,Male,35,0
604,23,Private,Bachelors,Single,Sales,White,Female,45,0
605,50,Private,Bachelors,Married,Professional,White,Male,40,1
606,26,Private,HS-grad,Married,White-Collar,White,Female,40,0
607,18,Other/Unknown,School,Single,Other/Unknown,White,Male,40,0
608,31,Private,Some-college,Separated,Service,Other,Female,40,0
609,50,Government,Some-college,Divorced,White-Collar,Other,Female,40,0
610,54,Government,Masters,Divorced,Professional,White,Female,40,0
611,57,Private,HS-grad,Divorced,Blue-Collar,White,Male,45,0
612,19,Other/Unknown,Some-college,Single,Other/Unknown,Other,Female,40,0
613,24,Private,School,Single,Blue-Collar,White,Male,40,0
614,19,Other/Unknown,School,Married,Other/Unknown,Other,Female,40,0
615,56,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Male,40,0
616,19,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Female,40,0
617,34,Government,Bachelors,Married,White-Collar,White,Male,55,0
618,74,Self-Employed,Doctorate,Married,Professional,White,Male,25,1
619,42,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
620,37,Self-Employed,Some-college,Married,Sales,White,Male,60,1
621,20,Private,School,Single,Blue-Collar,Other,Male,40,0
622,32,Private,Assoc,Married,Service,White,Female,24,1
623,28,Private,HS-grad,Married,Service,Other,Female,40,0
624,34,Self-Employed,Some-college,Single,Sales,White,Male,75,0
625,67,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,40,0
626,52,Government,HS-grad,Divorced,White-Collar,Other,Female,40,0
627,42,Private,HS-grad,Married,Blue-Collar,White,Male,30,0
628,35,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,40,0
629,58,Self-Employed,HS-grad,Married,Sales,White,Male,50,0
630,23,Private,HS-grad,Single,Blue-Collar,White,Male,25,0
631,63,Private,Bachelors,Married,Sales,White,Male,40,1
632,39,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
633,41,Self-Employed,HS-grad,Divorced,Service,White,Female,40,0
634,39,Private,Some-college,Married,White-Collar,White,Male,62,1
635,42,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
636,41,Government,HS-grad,Divorced,White-Collar,White,Male,45,0
637,32,Private,Bachelors,Married,White-Collar,White,Male,40,1
638,25,Government,Bachelors,Married,Service,White,Male,40,1
639,44,Private,Bachelors,Married,Sales,White,Male,40,1
640,19,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
641,35,Private,Some-college,Married,Blue-Collar,White,Male,40,0
642,58,Private,HS-grad,Married,Blue-Collar,White,Male,44,0
643,63,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,1
644,62,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
645,23,Private,Bachelors,Single,White-Collar,White,Female,60,0
646,43,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
647,21,Private,HS-grad,Married,Blue-Collar,White,Female,40,0
648,22,Government,Some-college,Single,Professional,White,Female,21,0
649,43,Private,Prof-school,Single,Professional,White,Male,66,0
650,27,Private,HS-grad,Single,Service,White,Male,40,0
651,52,Private,Some-college,Divorced,Professional,White,Male,40,1
652,39,Private,Some-college,Married,Blue-Collar,White,Male,99,1
653,29,Self-Employed,Prof-school,Married,Professional,White,Male,55,1
654,37,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
655,43,Government,HS-grad,Separated,Service,White,Male,40,0
656,70,Private,Some-college,Divorced,Blue-Collar,Other,Male,40,0
657,52,Private,Some-college,Married,Professional,White,Male,40,0
658,46,Private,HS-grad,Married,Blue-Collar,White,Male,70,1
659,30,Private,Assoc,Married,Blue-Collar,White,Male,40,0
660,17,Private,School,Single,Service,White,Male,20,0
661,44,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
662,25,Government,HS-grad,Single,Professional,Other,Female,40,0
663,75,Government,HS-grad,Divorced,White-Collar,White,Female,20,0
664,19,Private,Some-college,Single,Service,White,Male,35,0
665,34,Private,Some-college,Married,Blue-Collar,White,Male,45,0
666,43,Government,Assoc,Single,White-Collar,White,Female,35,0
667,42,Private,Masters,Single,White-Collar,White,Male,45,1
668,63,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
669,38,Private,HS-grad,Single,Sales,White,Female,40,0
670,43,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,40,1
671,48,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
672,28,Government,Assoc,Single,White-Collar,White,Female,40,0
673,38,Private,School,Married,Sales,White,Male,50,0
674,51,Private,HS-grad,Divorced,Service,White,Female,40,0
675,24,Other/Unknown,Bachelors,Divorced,Other/Unknown,White,Female,40,0
676,72,Private,Bachelors,Divorced,Sales,White,Male,30,0
677,30,Private,Assoc,Single,Blue-Collar,White,Male,40,1
678,20,Other/Unknown,School,Single,Other/Unknown,Other,Male,40,0
679,48,Private,Some-college,Married,Blue-Collar,White,Male,40,0
680,62,Other/Unknown,Assoc,Married,Other/Unknown,White,Male,40,0
681,74,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,25,0
682,27,Private,Bachelors,Single,White-Collar,White,Male,40,0
683,20,Private,HS-grad,Single,Blue-Collar,White,Male,35,0
684,41,Private,HS-grad,Married,Blue-Collar,White,Female,40,0
685,53,Private,School,Divorced,Blue-Collar,White,Male,40,0
686,25,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
687,36,Private,School,Married,Blue-Collar,White,Male,40,0
688,42,Self-Employed,HS-grad,Divorced,Sales,White,Male,50,0
689,46,Private,Doctorate,Divorced,Professional,White,Female,65,1
690,50,Government,Bachelors,Divorced,Service,White,Male,40,1
691,27,Private,Some-college,Married,Blue-Collar,White,Male,80,0
692,32,Private,Bachelors,Married,Blue-Collar,White,Male,70,0
693,26,Private,Bachelors,Single,White-Collar,White,Female,20,0
694,28,Private,Bachelors,Married,Service,White,Female,15,0
695,73,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,30,0
696,20,Private,HS-grad,Single,Sales,White,Male,40,0
697,28,Private,Masters,Single,Professional,White,Male,40,0
698,22,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
699,18,Private,School,Single,Sales,White,Male,13,0
700,33,Private,Some-college,Divorced,White-Collar,White,Female,40,0
701,45,Government,Masters,Single,Professional,White,Male,50,1
702,35,Private,School,Married,Blue-Collar,White,Male,40,0
703,54,Private,School,Married,Blue-Collar,White,Male,40,0
704,32,Other/Unknown,School,Divorced,Other/Unknown,White,Female,49,0
705,36,Private,Assoc,Married,White-Collar,White,Male,40,0
706,39,Private,HS-grad,Separated,Blue-Collar,White,Male,40,0
707,21,Private,Some-college,Single,Service,White,Female,25,0
708,30,Government,Bachelors,Single,White-Collar,White,Male,40,0
709,20,Private,Some-college,Single,Blue-Collar,White,Male,50,0
710,38,Other/Unknown,School,Married,Other/Unknown,White,Male,45,0
711,23,Private,Assoc,Married,Service,White,Female,40,0
712,45,Private,HS-grad,Widowed,White-Collar,White,Female,35,0
713,55,Private,School,Married,Blue-Collar,White,Male,60,0
714,53,Private,Some-college,Married,Blue-Collar,White,Male,50,1
715,36,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
716,35,Private,Bachelors,Married,Blue-Collar,White,Male,35,1
717,18,Government,School,Single,Blue-Collar,White,Male,4,0
718,49,Government,Bachelors,Divorced,Professional,Other,Female,40,0
719,34,Private,HS-grad,Married,Service,White,Male,40,0
720,63,Other/Unknown,HS-grad,Widowed,Other/Unknown,Other,Female,11,0
721,29,Private,HS-grad,Single,Service,White,Female,40,0
722,90,Other/Unknown,School,Separated,Other/Unknown,White,Female,15,0
723,49,Self-Employed,Bachelors,Married,White-Collar,White,Male,50,0
724,55,Private,Bachelors,Divorced,Professional,White,Female,40,1
725,44,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
726,33,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,45,0
727,48,Private,School,Married,Blue-Collar,White,Male,40,0
728,30,Private,Some-college,Single,Blue-Collar,White,Male,55,0
729,58,Government,Some-college,Widowed,Professional,White,Female,20,0
730,27,Private,Bachelors,Single,Professional,White,Male,50,0
